文件名,完整路径,所在目录,文件大小(B),文件大小(可读),修改时间
GB+30080-2013.pdf,/data2/统计包含关键词的文件/final/GB+30080-2013.pdf,/data2/统计包含关键词的文件/final,1157730,1.10 MB,2025-02-11 19:01:04
GBT 44114-2024 电化学储能系统接入低压配电网运行控制规范.pdf,/data2/统计包含关键词的文件/final/GBT 44114-2024 电化学储能系统接入低压配电网运行控制规范.pdf,/data2/统计包含关键词的文件/final,468802,457.81 KB,2025-03-04 12:23:51
GYY-EC-2021-#5G-下-12 5号变压器保护装置检修报告.pdf,/data2/统计包含关键词的文件/final/GYY-EC-2021-#5G-下-12 5号变压器保护装置检修报告.pdf,/data2/统计包含关键词的文件/final,4661930,4.45 MB,2021-12-22 11:33:46
远景能源EN1500-故障手册.pdf,/data2/统计包含关键词的文件/final/远景能源EN1500-故障手册.pdf,/data2/统计包含关键词的文件/final,461552,450.73 KB,2025-08-19 15:06:20
3-3-14 （GB 50065-2011） 交流电气装置的接地设计规范.pdf,/data2/统计包含关键词的文件/final/3-3-14 （GB 50065-2011） 交流电气装置的接地设计规范.pdf,/data2/统计包含关键词的文件/final,1831656,1.75 MB,2025-09-03 11:51:41
QCDT-GYYHPC 103057-2022 500kV 3号主变压器检修及试验作业指导书（苏理群）.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 103057-2022 500kV 3号主变压器检修及试验作业指导书（苏理群）.pdf,/data2/统计包含关键词的文件/final,1576454,1.50 MB,2023-02-22 10:58:52
GB+15892-2020.pdf,/data2/统计包含关键词的文件/final/GB+15892-2020.pdf,/data2/统计包含关键词的文件/final,1599063,1.52 MB,2025-02-11 19:20:57
42 国家能源投资集团有限责任公司光伏支架技术监督实施细则.pdf,/data2/统计包含关键词的文件/final/42 国家能源投资集团有限责任公司光伏支架技术监督实施细则.pdf,/data2/统计包含关键词的文件/final,605645,591.45 KB,2025-08-19 15:06:38
QCDT-GYYHPC 1122-2022 机组技术供水检修规程.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1122-2022 机组技术供水检修规程.docx,/data2/统计包含关键词的文件/final,68329,66.73 KB,2025-01-02 15:41:18
"5号机启动试验方案 （2023年下半年,带表格 ).pdf","/data2/统计包含关键词的文件/final/5号机启动试验方案 （2023年下半年,带表格 ).pdf",/data2/统计包含关键词的文件/final,721097,704.20 KB,2023-11-24 17:30:56
QCDT-GYYHPC 103063-2022 20kV 3号机电流互感器检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 103063-2022 20kV 3号机电流互感器检修作业指导书.pdf,/data2/统计包含关键词的文件/final,417482,407.70 KB,2023-01-17 15:30:16
QCDT-GYYHPC 1119-2023.ZY01高压油顶起装置检修作业指导书.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1119-2023.ZY01高压油顶起装置检修作业指导书.docx,/data2/统计包含关键词的文件/final,68784,67.17 KB,2023-12-24 14:27:24
环境影响评价法.pdf,/data2/统计包含关键词的文件/final/环境影响评价法.pdf,/data2/统计包含关键词的文件/final,141134,137.83 KB,2025-05-14 11:33:05
GB+30527-2014.pdf,/data2/统计包含关键词的文件/final/GB+30527-2014.pdf,/data2/统计包含关键词的文件/final,375498,366.70 KB,2025-02-11 19:02:41
附件4.3号机A级检修修前设备状况分析报告.pdf,/data2/统计包含关键词的文件/final/附件4.3号机A级检修修前设备状况分析报告.pdf,/data2/统计包含关键词的文件/final,3273823,3.12 MB,2023-02-12 14:23:58
2012年法规真题+答案+解析.pdf,/data2/统计包含关键词的文件/final/2012年法规真题+答案+解析.pdf,/data2/统计包含关键词的文件/final,1356502,1.29 MB,2025-03-17 14:00:05
GB+7956.5-2019.pdf,/data2/统计包含关键词的文件/final/GB+7956.5-2019.pdf,/data2/统计包含关键词的文件/final,919297,897.75 KB,2025-02-11 19:17:02
DLT 295-2021 抽水蓄能机组自动控制系统技术条件(OCR).pdf,/data2/统计包含关键词的文件/final/DLT 295-2021 抽水蓄能机组自动控制系统技术条件(OCR).pdf,/data2/统计包含关键词的文件/final,14078896,13.43 MB,2025-02-21 10:46:35
GBT 30583-2014 承压设备焊后热处理规程.pdf,/data2/统计包含关键词的文件/final/GBT 30583-2014 承压设备焊后热处理规程.pdf,/data2/统计包含关键词的文件/final,898031,876.98 KB,2025-03-04 12:03:45
GB／T 43528-2023 电化学储能电池管理通信技术要求.pdf,/data2/统计包含关键词的文件/final/GB／T 43528-2023 电化学储能电池管理通信技术要求.pdf,/data2/统计包含关键词的文件/final,718147,701.32 KB,2025-05-23 16:57:29
GBT 36324-2018 信息安全技术 工业控制系统信息安全分级规范.pdf,/data2/统计包含关键词的文件/final/GBT 36324-2018 信息安全技术 工业控制系统信息安全分级规范.pdf,/data2/统计包含关键词的文件/final,2299948,2.19 MB,2025-11-17 10:00:28
蒙西公司金风2MW风力发电机组三级维护标准作业指导书.pdf,/data2/统计包含关键词的文件/final/蒙西公司金风2MW风力发电机组三级维护标准作业指导书.pdf,/data2/统计包含关键词的文件/final,37351181,35.62 MB,2025-08-19 15:06:28
2020注安《法规》真题及参考答案(1).pdf,/data2/统计包含关键词的文件/final/2020注安《法规》真题及参考答案(1).pdf,/data2/统计包含关键词的文件/final,577929,564.38 KB,2025-03-17 13:57:08
009.施工招标投标与合同管理（二）.pdf,/data2/统计包含关键词的文件/final/009.施工招标投标与合同管理（二）.pdf,/data2/统计包含关键词的文件/final,173429,169.36 KB,2025-03-13 15:15:13
汇川plc-h2u通讯技术培训资料.pdf,/data2/统计包含关键词的文件/final/汇川plc-h2u通讯技术培训资料.pdf,/data2/统计包含关键词的文件/final,763625,745.73 KB,2024-03-28 18:02:50
联合动力UP97-1500-帕克液压站使用说明书+图纸.pdf,/data2/统计包含关键词的文件/final/联合动力UP97-1500-帕克液压站使用说明书+图纸.pdf,/data2/统计包含关键词的文件/final,1446998,1.38 MB,2025-08-19 15:10:48
GB+29410-2012.pdf,/data2/统计包含关键词的文件/final/GB+29410-2012.pdf,/data2/统计包含关键词的文件/final,566864,553.58 KB,2025-02-11 18:58:44
DL／T 1870—2018 电力系统网源协调技术规范.pdf,/data2/统计包含关键词的文件/final/DL／T 1870—2018 电力系统网源协调技术规范.pdf,/data2/统计包含关键词的文件/final,4336929,4.14 MB,2025-05-29 16:49:56
DLPCS-YL03压力控制实训系统技术文件20161219.docx,/data2/统计包含关键词的文件/final/DLPCS-YL03压力控制实训系统技术文件20161219.docx,/data2/统计包含关键词的文件/final,117453,114.70 KB,2024-03-28 16:51:03
3-4-28 （GB 50254-1996） 电气装置安装工程 低压电器施工及验收规范.pdf,/data2/统计包含关键词的文件/final/3-4-28 （GB 50254-1996） 电气装置安装工程 低压电器施工及验收规范.pdf,/data2/统计包含关键词的文件/final,752826,735.18 KB,2025-09-03 11:52:32
DLPCS-YL02 压力控制实训系统技术文件20161219.docx,/data2/统计包含关键词的文件/final/DLPCS-YL02 压力控制实训系统技术文件20161219.docx,/data2/统计包含关键词的文件/final,145180,141.78 KB,2024-03-28 16:51:03
GB_T 28536-2012_核电厂机械设备老化管理大纲编制导则.pdf,/data2/统计包含关键词的文件/final/GB_T 28536-2012_核电厂机械设备老化管理大纲编制导则.pdf,/data2/统计包含关键词的文件/final,1642879,1.57 MB,2024-05-28 14:20:32
联合动力UP1500风电机组运行手册.pdf,/data2/统计包含关键词的文件/final/联合动力UP1500风电机组运行手册.pdf,/data2/统计包含关键词的文件/final,2022233,1.93 MB,2025-08-19 15:10:48
32 国家能源投资集团有限责任公司新能源电测技术监督实施细则.pdf,/data2/统计包含关键词的文件/final/32 国家能源投资集团有限责任公司新能源电测技术监督实施细则.pdf,/data2/统计包含关键词的文件/final,529527,517.12 KB,2025-08-19 15:06:38
0灯泡贯流式机组垂直支撑A级检修作业指导书.docx,/data2/统计包含关键词的文件/final/0灯泡贯流式机组垂直支撑A级检修作业指导书.docx,/data2/统计包含关键词的文件/final,141144,137.84 KB,2022-04-13 08:32:46
GB_T 41582-2022_核电厂事故源项快速估算方法.pdf,/data2/统计包含关键词的文件/final/GB_T 41582-2022_核电厂事故源项快速估算方法.pdf,/data2/统计包含关键词的文件/final,5097202,4.86 MB,2024-05-28 14:21:47
QCDT-GYYHPC 1119-2023.ZY05 水轮机大轴补气阀检修作业指导书.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1119-2023.ZY05 水轮机大轴补气阀检修作业指导书.docx,/data2/统计包含关键词的文件/final,65080,63.55 KB,2024-01-25 10:07:58
QCDT-GYYHPC 103378-2022 主变压器检修工艺规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 103378-2022 主变压器检修工艺规程.pdf,/data2/统计包含关键词的文件/final,574116,560.66 KB,2022-12-31 09:52:06
GB+21551.5-2010.pdf,/data2/统计包含关键词的文件/final/GB+21551.5-2010.pdf,/data2/统计包含关键词的文件/final,332719,324.92 KB,2025-02-11 18:49:29
国家能源集团电力产业技术监督实施细则-第14部分 火电产业水泵技术监督.pdf,/data2/统计包含关键词的文件/final/国家能源集团电力产业技术监督实施细则-第14部分 火电产业水泵技术监督.pdf,/data2/统计包含关键词的文件/final,209884,204.96 KB,2025-04-10 17:51:16
QCDT-GYYHPC 103056-2022 3号发电机电气部分检修作业指导书.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 103056-2022 3号发电机电气部分检修作业指导书.pdf,/data2/统计包含关键词的文件/final,671599,655.86 KB,2023-01-17 15:24:46
叉车使用与禁忌.pdf,/data2/统计包含关键词的文件/final/叉车使用与禁忌.pdf,/data2/统计包含关键词的文件/final,18283144,17.44 MB,2023-12-19 10:42:37
压水堆核电厂非核蒸汽冲转试验导则.pdf,/data2/统计包含关键词的文件/final/压水堆核电厂非核蒸汽冲转试验导则.pdf,/data2/统计包含关键词的文件/final,588051,574.27 KB,2025-02-17 19:04:45
GBZ∕T 225-2010 用人单位职业病防治指南.pdf,/data2/统计包含关键词的文件/final/GBZ∕T 225-2010 用人单位职业病防治指南.pdf,/data2/统计包含关键词的文件/final,24702006,23.56 MB,2025-03-04 12:43:31
GB+15322.3-2019.pdf,/data2/统计包含关键词的文件/final/GB+15322.3-2019.pdf,/data2/统计包含关键词的文件/final,1136518,1.08 MB,2025-02-11 19:14:54
特种作业人员安全技术培训考核管理规定.pdf,/data2/统计包含关键词的文件/final/特种作业人员安全技术培训考核管理规定.pdf,/data2/统计包含关键词的文件/final,277880,271.37 KB,2025-03-10 14:25:33
GB+12710-2008.pdf,/data2/统计包含关键词的文件/final/GB+12710-2008.pdf,/data2/统计包含关键词的文件/final,1205886,1.15 MB,2025-02-11 18:36:20
SL 321-2005 大中型水轮发电机基本技术条件(OCR).pdf,/data2/统计包含关键词的文件/final/SL 321-2005 大中型水轮发电机基本技术条件(OCR).pdf,/data2/统计包含关键词的文件/final,5245106,5.00 MB,2025-02-21 11:34:08
5、发电机（湘电一代）—联合动力1.5MW机组工段维护工序卡202106222258.pdf,/data2/统计包含关键词的文件/final/5、发电机（湘电一代）—联合动力1.5MW机组工段维护工序卡202106222258.pdf,/data2/统计包含关键词的文件/final,2036616,1.94 MB,2025-08-19 15:04:44
JJG（电力）01-1994 电测量变送器.pdf,/data2/统计包含关键词的文件/final/JJG（电力）01-1994 电测量变送器.pdf,/data2/统计包含关键词的文件/final,5723937,5.46 MB,2025-02-21 11:26:18
GB_T 41717-2022_核电厂老化管理与寿命管理术语.pdf,/data2/统计包含关键词的文件/final/GB_T 41717-2022_核电厂老化管理与寿命管理术语.pdf,/data2/统计包含关键词的文件/final,5012375,4.78 MB,2024-05-28 14:21:56
QCDT-GYYHPC 1167-2022 励磁系统技术规程.pdf,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1167-2022 励磁系统技术规程.pdf,/data2/统计包含关键词的文件/final,388785,379.67 KB,2022-11-15 13:59:42
JDFD-14-26燃料采制化管理实施细则.docx,/data2/统计包含关键词的文件/final/JDFD-14-26燃料采制化管理实施细则.docx,/data2/统计包含关键词的文件/final,67606,66.02 KB,2025-04-10 18:03:20
金风1.5MW风电机组故障信息列表（兆瓦）.pdf,/data2/统计包含关键词的文件/final/金风1.5MW风电机组故障信息列表（兆瓦）.pdf,/data2/统计包含关键词的文件/final,553372,540.40 KB,2025-08-19 15:06:24
DLT 490-2011 发电机励磁系统及装置安装、验收规程.pdf.pdf,/data2/统计包含关键词的文件/final/DLT 490-2011 发电机励磁系统及装置安装、验收规程.pdf.pdf,/data2/统计包含关键词的文件/final,6446323,6.15 MB,2025-02-21 10:28:32
联合动力1.5MW风电机组调试手册.pdf,/data2/统计包含关键词的文件/final/联合动力1.5MW风电机组调试手册.pdf,/data2/统计包含关键词的文件/final,1618411,1.54 MB,2025-08-19 15:06:12
观音岩水电站4号发电机汇流铜环绝缘损伤修复处理三措两案（一次专业）.docx,/data2/统计包含关键词的文件/final/观音岩水电站4号发电机汇流铜环绝缘损伤修复处理三措两案（一次专业）.docx,/data2/统计包含关键词的文件/final,396187,386.90 KB,2022-01-19 17:20:24
M0100005050-MySE2.X-4.XMW风力发电机组操作手册_docx.pdf,/data2/统计包含关键词的文件/final/M0100005050-MySE2.X-4.XMW风力发电机组操作手册_docx.pdf,/data2/统计包含关键词的文件/final,9868053,9.41 MB,2023-03-13 17:13:58
500kV GIS 5号主变高压侧分支设备试验报告.docx,/data2/统计包含关键词的文件/final/500kV GIS 5号主变高压侧分支设备试验报告.docx,/data2/统计包含关键词的文件/final,104480,102.03 KB,2021-12-01 09:56:08
QCDT-GYYHPC 1066-2022 500kVGIS现地控制装置检修规程.docx,/data2/统计包含关键词的文件/final/QCDT-GYYHPC 1066-2022 500kVGIS现地控制装置检修规程.docx,/data2/统计包含关键词的文件/final,69181,67.56 KB,2025-01-02 15:42:22
中国安全生产大数据平台-知识库1161.pdf,/data2/统计包含关键词的文件/final/中国安全生产大数据平台-知识库1161.pdf,/data2/统计包含关键词的文件/final,1250914,1.19 MB,2025-03-10 14:07:51
JDFD-14-27燃料采制化管理实施细则.docx,/data2/统计包含关键词的文件/final/JDFD-14-27燃料采制化管理实施细则.docx,/data2/统计包含关键词的文件/final,68161,66.56 KB,2025-04-10 18:03:20
JTT 1420-2022 公路水路安全应急资源分类与代码.pdf,/data2/统计包含关键词的文件/final/JTT 1420-2022 公路水路安全应急资源分类与代码.pdf,/data2/统计包含关键词的文件/final,4240726,4.04 MB,2025-02-28 15:59:56
观音岩公司1号发电机电气一次有限空间作业三措两案.pdf,/data2/统计包含关键词的文件/final/观音岩公司1号发电机电气一次有限空间作业三措两案.pdf,/data2/统计包含关键词的文件/final,857976,837.87 KB,2022-11-13 10:15:40
环境保护行政许可听证暂行办法.docx,/data2/统计包含关键词的文件/final/环境保护行政许可听证暂行办法.docx,/data2/统计包含关键词的文件/final,19402,18.95 KB,2025-11-17 09:17:05
云南大唐国际宾川新能源有限责任公司电力网络信息系统安全事故应急预案.pdf,/data2/统计包含关键词的文件/final/云南大唐国际宾川新能源有限责任公司电力网络信息系统安全事故应急预案.pdf,/data2/统计包含关键词的文件/final,720946,704.05 KB,2024-02-26 16:23:08
